-0.5982,0.9870
-0.2019,0.6210
0.4715,0.4822
-0.0982,0.5876
-0.3566,0.6371
0.6388,0.4211
0.6298,0.2815
-0.4622,0.6166
-0.0733,0.5582
-0.5541,0.5125
-0.4376,0.8781
-0.2224,0.8885
0.0935,0.6731
0.5317,0.5437
0.4021,0.5164
0.4756,0.6506
-0.2338,0.6364
-0.3158,0.7503
-0.4735,0.6385
0.5924,0.8926
-0.2261,0.7979
-0.4400,0.5210
-0.5465,0.7458
0.4640,0.5107
-0.1519,0.8122
0.4854,0.8202
0.3473,0.7081
0.4390,0.6282
-0.2142,0.6436
0.5738,0.6371
0.3872,0.5858
0.3204,0.5353
-0.2078,0.6513
-0.1865,0.8175
0.2475,0.3908
0.6605,0.8992
-0.2866,0.7338
-0.3259,0.3987
-0.2520,0.6736
0.3726,0.4979
-0.2910,1.0437
-0.3047,0.8686
-0.2139,1.0932
-0.3683,0.7564
-0.4693,0.8878
0.3935,0.7798
-0.4564,0.8052
0.5113,0.7661
0.2255,0.4645
0.0146,0.4019
-0.1917,0.8094
0.3832,0.7560
0.4979,0.6133
0.3534,0.7732
-0.3472,0.7018
0.5838,0.7636
-0.1373,0.7125
0.3883,0.4498
-0.5317,0.6193
-0.1168,0.8785
0.5434,0.4117
-0.4540,0.6651
-0.2191,0.8348
0.3049,0.9803
0.6568,0.7577
0.6142,0.7504
-0.4581,0.7797
-0.2162,0.8863
-0.2602,0.8101
0.3188,0.8452
-0.2373,0.8018
0.5831,0.7771
0.0284,0.7579
-0.4184,0.6804
0.6741,0.6025
-0.2528,0.7053
0.5161,0.6209
0.2039,0.9164
-0.1721,1.0088
0.2727,0.2935
0.0763,0.5622
-0.3665,0.6483
0.4429,0.8009
-0.1998,0.5430
-0.5408,0.6529
-0.0706,1.0030
0.5072,0.3505
-0.0605,0.6298
0.2153,0.6026
0.4681,0.8718
-0.2989,0.7367
0.8613,0.4729
0.7012,0.7457
-0.1134,0.6007
0.3123,0.9076
-0.1217,0.8411
0.3687,0.3705
0.5731,0.4095
-0.2584,0.6719
0.3094,0.5082
0.4332,0.7702
-0.3045,0.5782
0.4428,0.5802
-0.1944,0.8988
-0.0611,0.7418
0.0762,0.3539
0.8583,0.9582
0.3704,0.7234
0.5148,0.7620
0.4313,0.5426
0.4229,0.6524
0.2982,0.9345
0.3713,0.7009
-0.5153,0.7647
0.3853,0.6553
-0.3483,0.5053
0.6851,0.7807
-0.3653,0.4570
-0.4090,0.7423
0.4357,0.4469
0.2689,0.4456
-0.4925,1.0144
0.0762,0.6380
0.4923,0.4688
-0.4025,0.7130
0.0510,0.1609
-0.7481,0.0890
-0.7729,0.2632
0.2184,0.1271
0.3727,0.4966
-0.6293,0.6320
-0.4331,0.1448
-0.8415,-0.1913
0.4753,0.2248
0.3208,0.3272
0.3206,0.3341
-0.8908,0.4117
0.1785,0.4469
0.3156,0.3885
0.5578,0.4727
0.0319,0.0122
0.2509,0.3072
0.2357,0.2249
-0.0724,0.3338
0.5044,0.0805
-0.6322,0.4455
-0.7678,0.2361
-0.7002,0.2104
-0.6471,0.1592
-0.7674,0.0926
-0.5179,0.0329
0.1752,0.3453
-0.6803,0.4761
0.0160,0.3217
-0.7148,0.5142
0.0784,0.3228
-0.8087,0.4704
-0.8421,0.0929
-0.9859,0.4831
0.2910,0.3428
0.2432,0.5149
-0.6010,0.0506
-1.2465,0.4592
-0.8277,0.3619
-0.6212,-0.1091
-0.7058,0.6591
0.0672,0.6057
0.3051,0.4742
0.6079,0.3936
-0.7894,0.1759
-0.5312,0.4265
0.2520,0.1703
-0.5788,0.2655
-0.8318,0.5445
-0.6986,0.3857
-0.7364,0.1186
-0.9350,0.1137
0.4396,0.4143
-0.5469,0.2496
-0.0841,0.3652
0.3221,0.6909
0.1076,0.5795
-0.7186,0.2565
-0.8788,0.4506
-0.6985,0.9505
0.3976,0.1181
-0.5045,0.5720
0.2502,0.3978
0.6171,0.1019
0.3183,0.0879
-0.5745,0.1862
0.0976,0.5518
0.4845,0.3537
0.5240,0.4662
-0.7814,-0.0753
-0.4970,0.5995
-0.9698,0.4662
0.4354,0.1219
-0.6794,0.3075
-0.6253,0.0710
-0.0232,0.4044
0.2320,0.7107
0.0938,0.4667
0.1423,0.1790
-0.6169,0.2551
0.2364,0.5154
0.3891,0.4043
-0.9518,-0.0377
0.2409,0.7195
0.1245,0.4518
-0.6057,0.2691
-0.7140,0.3087
0.3101,0.3468
0.1802,0.4620
-0.4266,0.6472
0.0614,0.3249
0.0774,0.3218
0.4281,0.1345
-0.8025,0.6688
0.4014,0.4252
0.3708,0.2641
-0.8077,0.4149
0.5016,0.2393
0.5824,0.2284
-0.5914,0.3023
-0.8704,0.2694
-0.7209,0.1968
0.2778,0.2179
0.3324,0.2735
-0.1409,0.3925
-0.5976,0.1479
-0.8558,0.1451
-0.8891,0.2690
0.2135,0.4361
-0.5347,0.5790
0.3169,0.3971
-0.6812,0.0421
-0.9759,0.4596
0.4146,0.2714
0.3275,0.3678
-0.9321,0.0936
0.5840,0.4715
-0.4444,0.2301
0.2911,0.1937
-0.5108,0.4150
-0.9660,0.1793
0.1874,0.2975
0.1797,0.4518
-0.7269,0.3573
-0.5434,0.4101
